ball_x, ball_y, ball_vel_x, ball_vel_y, paddle_a_x, paddle_a_y, paddle_b_x, paddle_b_y,sigmoid
770,130,-10,-10,25,670,2535,1350,0.000000
760,120,-10,-10,25,670,2535,1350,0.000000
760,120,-10,-10,25,670,2535,1350,0.000000
750,110,-10,-10,25,670,2535,1350,0.000000
750,110,-10,-10,25,670,2535,1350,0.000000
740,100,-10,-10,25,670,2535,1350,0.000000
740,100,-10,-10,25,670,2535,1350,0.000000
730,90,-10,-10,25,670,2535,1350,0.000000
730,90,-10,-10,25,670,2535,1350,0.000000
720,80,-10,-10,25,670,2535,1350,0.000000
720,80,-10,-10,25,670,2535,1350,0.000000
710,70,-10,-10,25,670,2535,1350,0.000000
710,70,-10,-10,25,670,2535,1350,0.000000
700,90,-10,10,25,670,2535,1350,0.000000
700,90,-10,10,25,670,2535,1350,0.000000
690,100,-10,10,25,670,2535,1350,0.000000
690,100,-10,10,25,670,2535,1350,0.000000
680,110,-10,10,25,670,2535,1350,0.000000
680,110,-10,10,25,670,2535,1350,0.000000
670,120,-10,10,25,670,2535,1350,0.000000
670,120,-10,10,25,670,2535,1350,0.000000
660,130,-10,10,25,670,2535,1350,0.000000
660,130,-10,10,25,670,2535,1350,0.000000
650,140,-10,10,25,670,2535,1350,0.000000
650,140,-10,10,25,670,2535,1350,0.000000
640,150,-10,10,25,670,2535,1350,0.000000
640,150,-10,10,25,670,2535,1350,0.000000
630,160,-10,10,25,670,2535,1350,0.000000
630,160,-10,10,25,670,2535,1350,0.000000
620,170,-10,10,25,670,2535,1350,0.000000
620,170,-10,10,25,670,2535,1350,0.000000
610,180,-10,10,25,670,2535,1350,0.000000
610,180,-10,10,25,670,2535,1350,0.000000
600,190,-10,10,25,670,2535,1350,0.000000
600,190,-10,10,25,670,2535,1350,0.000000
590,200,-10,10,25,670,2535,1350,0.000000
590,200,-10,10,25,670,2535,1350,0.000000
580,210,-10,10,25,670,2535,1350,0.000000
580,210,-10,10,25,670,2535,1350,0.000000
570,220,-10,10,25,670,2535,1350,0.000000
570,220,-10,10,25,670,2535,1350,0.000000
560,230,-10,10,25,670,2535,1350,0.000000
560,230,-10,10,25,670,2535,1350,0.000000
550,240,-10,10,25,670,2535,1350,0.000000
550,240,-10,10,25,670,2535,1350,0.000000
540,250,-10,10,25,670,2535,1350,0.000000
540,250,-10,10,25,670,2535,1350,0.000000
530,260,-10,10,25,670,2535,1350,0.000000
530,260,-10,10,25,670,2535,1350,0.000000
520,270,-10,10,25,670,2535,1350,0.000000
520,270,-10,10,25,670,2535,1350,0.000000
510,280,-10,10,25,670,2535,1350,0.000000
510,280,-10,10,25,670,2535,1350,0.000000
500,290,-10,10,25,670,2535,1350,0.000000
500,290,-10,10,25,670,2535,1350,0.000000
490,300,-10,10,25,670,2535,1350,0.000000
490,300,-10,10,25,670,2535,1350,0.000000
480,310,-10,10,25,670,2535,1350,0.000000
480,310,-10,10,25,670,2535,1350,0.000000
470,320,-10,10,25,670,2535,1350,0.000000
470,320,-10,10,25,670,2535,1350,0.000000
460,330,-10,10,25,670,2535,1350,0.000000
460,330,-10,10,25,670,2535,1350,0.000000
450,340,-10,10,25,670,2535,1350,0.000000
450,340,-10,10,25,670,2535,1350,0.000000
440,350,-10,10,25,670,2535,1350,0.000000
440,350,-10,10,25,670,2535,1350,0.000000
430,360,-10,10,25,670,2535,1350,0.000000
430,360,-10,10,25,670,2535,1350,0.000000
420,370,-10,10,25,670,2535,1350,0.000000
420,370,-10,10,25,670,2535,1350,0.000000
410,380,-10,10,25,670,2535,1350,0.000000
410,380,-10,10,25,670,2535,1350,0.000000
400,390,-10,10,25,670,2535,1350,0.000000
400,390,-10,10,25,670,2535,1350,0.000000
390,400,-10,10,25,670,2535,1350,0.000000
390,400,-10,10,25,670,2535,1350,0.000000
380,410,-10,10,25,670,2535,1350,0.000000
380,410,-10,10,25,670,2535,1350,0.000000
370,420,-10,10,25,670,2535,1350,0.000000
370,420,-10,10,25,670,2535,1350,0.000000
360,430,-10,10,25,670,2535,1350,0.000000
360,430,-10,10,25,670,2535,1350,0.000000
350,440,-10,10,25,670,2535,1350,0.000000
350,440,-10,10,25,670,2535,1350,0.000000
340,450,-10,10,25,670,2535,1350,0.000000
340,450,-10,10,25,670,2535,1350,0.000000
330,460,-10,10,25,670,2535,1350,0.000000
330,460,-10,10,25,670,2535,1350,0.000000
320,470,-10,10,25,670,2535,1350,0.000000
320,470,-10,10,25,680,2535,1350,0.000000
310,480,-10,10,25,680,2535,1350,0.000000
310,480,-10,10,25,690,2535,1350,0.000000
300,490,-10,10,25,690,2535,1350,0.000000
300,490,-10,10,25,700,2535,1350,0.000000
290,500,-10,10,25,700,2535,1350,0.000000
290,500,-10,10,25,710,2535,1350,0.000000
280,510,-10,10,25,710,2535,1350,0.000000
280,510,-10,10,25,720,2535,1350,0.000000
270,520,-10,10,25,720,2535,1350,0.000000
270,520,-10,10,25,730,2535,1350,0.000000
260,530,-10,10,25,730,2535,1350,0.000000
260,530,-10,10,25,740,2535,1350,0.000000
250,540,-10,10,25,740,2535,1350,0.000000
250,540,-10,10,25,750,2535,1350,0.000000
240,550,-10,10,25,750,2535,1350,0.000000
240,550,-10,10,25,760,2535,1350,0.000000
230,560,-10,10,25,760,2535,1350,0.000000
230,560,-10,10,25,770,2535,1350,0.000000
220,570,-10,10,25,770,2535,1350,0.000000
220,570,-10,10,25,780,2535,1350,0.000000
210,580,-10,10,25,780,2535,1350,0.000000
210,580,-10,10,25,790,2535,1350,0.000000
200,590,-10,10,25,790,2535,1350,0.000000
200,590,-10,10,25,800,2535,1350,0.000000
190,600,-10,10,25,800,2535,1350,0.000000
190,600,-10,10,25,810,2535,1350,0.000000
180,610,-10,10,25,810,2535,1350,0.000000
180,610,-10,10,25,820,2535,1350,0.000000
170,620,-10,10,25,820,2535,1350,0.000000
170,620,-10,10,25,830,2535,1350,0.000000
160,630,-10,10,25,830,2535,1350,0.000000
160,630,-10,10,25,840,2535,1350,0.000000
150,640,-10,10,25,840,2535,1350,0.000000
150,640,-10,10,25,850,2535,1350,0.000000
140,650,-10,10,25,850,2535,1350,0.000000
140,650,-10,10,25,860,2535,1350,0.000000
130,660,-10,10,25,860,2535,1350,0.000000
130,660,-10,10,25,870,2535,1350,0.000000
120,670,-10,10,25,870,2535,1350,0.000000
120,670,-10,10,25,880,2535,1350,0.000000
110,680,-10,10,25,880,2535,1350,0.000000
110,680,-10,10,25,890,2535,1350,0.000000
100,690,-10,10,25,890,2535,1350,0.000000
100,690,-10,10,25,900,2535,1350,0.000000
90,700,-10,10,25,900,2535,1350,0.000000
90,700,-10,10,25,910,2535,1350,0.000000
80,710,-10,10,25,910,2535,1350,0.000000
80,710,-10,10,25,920,2535,1350,0.000000
70,720,-10,10,25,920,2535,1350,0.000000
70,720,-10,10,25,930,2535,1350,0.000000
60,730,-10,10,25,930,2535,1350,0.000000
60,730,-10,10,25,930,2535,1350,0.000000
50,740,-10,10,25,930,2535,1350,0.000000
50,740,-10,10,25,930,2535,1350,0.000000
40,750,-10,10,25,930,2535,1350,0.000000
40,750,-10,10,25,930,2535,1350,0.000000
60,760,10,10,25,930,2535,1350,0.000000
60,760,10,10,25,930,2535,1350,0.000000
70,770,10,10,25,930,2535,1350,0.000000
70,770,10,10,25,930,2535,1350,0.000000
80,780,10,10,25,930,2535,1350,0.000000
80,780,10,10,25,930,2535,1350,0.000000
90,790,10,10,25,930,2535,1350,0.000000
90,790,10,10,25,930,2535,1350,0.000000
100,800,10,10,25,930,2535,1350,0.000000
100,800,10,10,25,930,2535,1350,0.000000
110,810,10,10,25,930,2535,1350,0.000000
110,810,10,10,25,930,2535,1350,0.000000
120,820,10,10,25,930,2535,1350,0.000000
120,820,10,10,25,930,2535,1350,0.000000
130,830,10,10,25,930,2535,1350,0.000000
130,830,10,10,25,930,2535,1350,0.000000
140,840,10,10,25,930,2535,1350,0.000000
140,840,10,10,25,930,2535,1350,0.000000
150,850,10,10,25,930,2535,1350,0.000000
150,850,10,10,25,930,2535,1350,0.000000
160,860,10,10,25,930,2535,1350,0.000000
160,860,10,10,25,930,2535,1350,0.000000
170,870,10,10,25,930,2535,1350,0.000000
170,870,10,10,25,930,2535,1350,0.000000
180,880,10,10,25,930,2535,1350,0.000000
180,880,10,10,25,930,2535,1350,0.000000
190,890,10,10,25,930,2535,1350,0.000000
190,890,10,10,25,930,2535,1350,0.000000
200,900,10,10,25,930,2535,1350,0.000000
200,900,10,10,25,930,2535,1350,0.000000
210,910,10,10,25,930,2535,1350,0.000000
210,910,10,10,25,930,2535,1350,0.000000
220,920,10,10,25,930,2535,1350,0.000000
220,920,10,10,25,930,2535,1350,0.000000
230,930,10,10,25,930,2535,1350,0.000000
230,930,10,10,25,930,2535,1350,0.000000
240,940,10,10,25,930,2535,1350,0.000000
240,940,10,10,25,930,2535,1350,0.000000
250,950,10,10,25,930,2535,1350,0.000000
250,950,10,10,25,930,2535,1350,0.000000
260,960,10,10,25,930,2535,1350,0.000000
260,960,10,10,25,930,2535,1350,0.000000
270,970,10,10,25,930,2535,1350,0.000000
270,970,10,10,25,930,2535,1350,0.000000
280,980,10,10,25,930,2535,1350,0.000000
280,980,10,10,25,930,2535,1350,0.000000
290,990,10,10,25,930,2535,1350,0.000000
290,990,10,10,25,930,2535,1350,0.000000
300,1000,10,10,25,930,2535,1350,0.000000
300,1000,10,10,25,930,2535,1350,0.000000
310,1010,10,10,25,930,2535,1350,0.000000
310,1010,10,10,25,930,2535,1350,0.000000
320,1020,10,10,25,930,2535,1350,0.000000
320,1020,10,10,25,930,2535,1350,0.000000
330,1030,10,10,25,930,2535,1350,0.000000
330,1030,10,10,25,930,2535,1350,0.000000
340,1040,10,10,25,930,2535,1350,0.000000
340,1040,10,10,25,930,2535,1350,0.000000
350,1050,10,10,25,930,2535,1350,0.000000
350,1050,10,10,25,930,2535,1350,0.000000
360,1060,10,10,25,930,2535,1350,0.000000
360,1060,10,10,25,930,2535,1350,0.000000
370,1070,10,10,25,930,2535,1350,0.000000
370,1070,10,10,25,930,2535,1350,0.000000
380,1080,10,10,25,930,2535,1350,0.000000
380,1080,10,10,25,930,2535,1350,0.000000
390,1090,10,10,25,930,2535,1350,0.000000
390,1090,10,10,25,930,2535,1350,0.000000
400,1100,10,10,25,930,2535,1350,0.000000
400,1100,10,10,25,930,2535,1350,0.000000
410,1110,10,10,25,930,2535,1350,0.000000
410,1110,10,10,25,930,2535,1350,0.000000
420,1120,10,10,25,930,2535,1350,0.000000
420,1120,10,10,25,930,2535,1350,0.000000
430,1130,10,10,25,930,2535,1350,0.000000
430,1130,10,10,25,930,2535,1350,0.000000
440,1140,10,10,25,930,2535,1350,0.000000
440,1140,10,10,25,930,2535,1350,0.000000
450,1150,10,10,25,930,2535,1350,0.000000
450,1150,10,10,25,930,2535,1350,0.000000
460,1160,10,10,25,930,2535,1350,0.000000
460,1160,10,10,25,930,2535,1350,0.000000
470,1170,10,10,25,930,2535,1350,0.000000
470,1170,10,10,25,930,2535,1350,0.000000
480,1180,10,10,25,930,2535,1350,0.000000
480,1180,10,10,25,930,2535,1350,0.000000
490,1190,10,10,25,930,2535,1350,0.000000
490,1190,10,10,25,930,2535,1350,0.000000
500,1200,10,10,25,930,2535,1350,0.000000
500,1200,10,10,25,930,2535,1350,0.000000
510,1210,10,10,25,930,2535,1350,0.000000
510,1210,10,10,25,930,2535,1350,0.000000
520,1220,10,10,25,930,2535,1350,0.000000
520,1220,10,10,25,930,2535,1350,0.000000
530,1230,10,10,25,930,2535,1350,0.000000
530,1230,10,10,25,930,2535,1350,0.000000
540,1240,10,10,25,930,2535,1350,0.000000
540,1240,10,10,25,930,2535,1350,0.000000
550,1250,10,10,25,930,2535,1350,0.000000
550,1250,10,10,25,930,2535,1350,0.000000
560,1260,10,10,25,930,2535,1350,0.000000
560,1260,10,10,25,930,2535,1350,0.000000
570,1270,10,10,25,930,2535,1350,0.000000
570,1270,10,10,25,930,2535,1350,0.000000
580,1280,10,10,25,930,2535,1350,0.000000
580,1280,10,10,25,930,2535,1350,0.000000
590,1290,10,10,25,930,2535,1350,0.000000
590,1290,10,10,25,930,2535,1350,0.000000
600,1300,10,10,25,930,2535,1350,0.000000
600,1300,10,10,25,930,2535,1350,0.000000
610,1310,10,10,25,930,2535,1350,0.000000
610,1310,10,10,25,930,2535,1350,0.000000
620,1320,10,10,25,930,2535,1350,0.000000
620,1320,10,10,25,930,2535,1350,0.000000
630,1330,10,10,25,930,2535,1350,0.000000
630,1330,10,10,25,930,2535,1350,0.000000
640,1340,10,10,25,930,2535,1350,0.000000
640,1340,10,10,25,930,2535,1350,0.000000
650,1350,10,10,25,930,2535,1350,0.000000
650,1350,10,10,25,930,2535,1350,0.000000
660,1360,10,10,25,930,2535,1350,0.000000
660,1360,10,10,25,930,2535,1350,0.000000
670,1370,10,10,25,930,2535,1350,0.000000
670,1370,10,10,25,930,2535,1350,0.000000
680,1380,10,10,25,930,2535,1350,0.000000
680,1380,10,10,25,930,2535,1350,0.000000
690,1390,10,10,25,930,2535,1350,0.000000
690,1390,10,10,25,930,2535,1350,0.000000
700,1400,10,10,25,930,2535,1350,0.000000
700,1400,10,10,25,930,2535,1350,0.000000
710,1410,10,10,25,930,2535,1350,0.000000
710,1410,10,10,25,930,2535,1350,0.000000
720,1420,10,10,25,930,2535,1350,0.000000
720,1420,10,10,25,930,2535,1350,0.000000
730,1430,10,10,25,930,2535,1350,0.000000
730,1430,10,10,25,930,2535,1350,0.000000
740,1440,10,10,25,930,2535,1350,0.000000
740,1440,10,10,25,930,2535,1350,0.000000
750,1450,10,10,25,930,2535,1350,0.000000
750,1450,10,10,25,930,2535,1350,0.000000
760,1460,10,10,25,930,2535,1350,0.000000
760,1460,10,10,25,930,2535,1350,0.000000
770,1470,10,10,25,930,2535,1350,0.000000
770,1470,10,10,25,930,2535,1350,0.000000
780,1480,10,10,25,930,2535,1350,0.000000
780,1480,10,10,25,930,2535,1350,0.000000
790,1490,10,10,25,930,2535,1350,0.000000
790,1490,10,10,25,930,2535,1350,0.000000
800,1500,10,10,25,930,2535,1350,0.000000
800,1500,10,10,25,930,2535,1350,0.000000
810,1510,10,10,25,930,2535,1350,0.000000
810,1510,10,10,25,930,2535,1350,0.000000
820,1520,10,10,25,930,2535,1350,0.000000
820,1520,10,10,25,930,2535,1350,0.000000
830,1530,10,10,25,930,2535,1350,0.000000
830,1530,10,10,25,930,2535,1350,0.000000
840,1510,10,-10,25,930,2535,1350,0.000000
840,1510,10,-10,25,930,2535,1350,0.000000
850,1500,10,-10,25,930,2535,1350,0.000000
850,1500,10,-10,25,930,2535,1350,0.000000
860,1490,10,-10,25,930,2535,1350,0.000000
860,1490,10,-10,25,930,2535,1350,0.000000
870,1480,10,-10,25,930,2535,1350,0.000000
870,1480,10,-10,25,930,2535,1350,0.000000
880,1470,10,-10,25,930,2535,1350,0.000000
880,1470,10,-10,25,930,2535,1350,0.000000
890,1460,10,-10,25,930,2535,1350,0.000000
890,1460,10,-10,25,930,2535,1350,0.000000
900,1450,10,-10,25,930,2535,1350,0.000000
900,1450,10,-10,25,930,2535,1350,0.000000
910,1440,10,-10,25,930,2535,1350,0.000000
910,1440,10,-10,25,930,2535,1350,0.000000
920,1430,10,-10,25,930,2535,1350,0.000000
920,1430,10,-10,25,930,2535,1350,0.000000
930,1420,10,-10,25,930,2535,1350,0.000000
930,1420,10,-10,25,930,2535,1350,0.000000
940,1410,10,-10,25,930,2535,1350,0.000000
940,1410,10,-10,25,930,2535,1350,0.000000
950,1400,10,-10,25,930,2535,1350,0.000000
950,1400,10,-10,25,930,2535,1350,0.000000
960,1390,10,-10,25,930,2535,1350,0.000000
960,1390,10,-10,25,930,2535,1340,0.000000
970,1380,10,-10,25,930,2535,1340,0.000000
970,1380,10,-10,25,930,2535,1330,0.000000
980,1370,10,-10,25,930,2535,1330,0.000000
980,1370,10,-10,25,930,2535,1320,0.000000
990,1360,10,-10,25,930,2535,1320,0.000000
990,1360,10,-10,25,930,2535,1310,0.000000
1000,1350,10,-10,25,930,2535,1310,0.000000
1000,1350,10,-10,25,930,2535,1300,0.000000
1010,1340,10,-10,25,930,2535,1300,0.000000
1010,1340,10,-10,25,930,2535,1290,0.000000
1020,1330,10,-10,25,930,2535,1290,0.000000
1020,1330,10,-10,25,930,2535,1280,0.000000
1030,1320,10,-10,25,930,2535,1280,0.000000
1030,1320,10,-10,25,930,2535,1270,0.000000
1040,1310,10,-10,25,930,2535,1270,0.000000
1040,1310,10,-10,25,930,2535,1260,0.000000
1050,1300,10,-10,25,930,2535,1260,0.000000
1050,1300,10,-10,25,930,2535,1250,0.000000
1060,1290,10,-10,25,930,2535,1250,0.000000
1060,1290,10,-10,25,930,2535,1240,0.000000
1070,1280,10,-10,25,930,2535,1240,0.000000
1070,1280,10,-10,25,930,2535,1230,0.000000
1080,1270,10,-10,25,930,2535,1230,0.000000
1080,1270,10,-10,25,930,2535,1220,0.000000
1090,1260,10,-10,25,930,2535,1220,0.000000
1090,1260,10,-10,25,930,2535,1210,0.000000
1100,1250,10,-10,25,930,2535,1210,0.000000
1100,1250,10,-10,25,930,2535,1200,0.000000
1110,1240,10,-10,25,930,2535,1200,0.000000
1110,1240,10,-10,25,930,2535,1190,0.000000
1120,1230,10,-10,25,930,2535,1190,0.000000
1120,1230,10,-10,25,930,2535,1180,0.000000
1130,1220,10,-10,25,930,2535,1180,0.000000
1130,1220,10,-10,25,930,2535,1170,0.000000
1140,1210,10,-10,25,930,2535,1170,0.000000
1140,1210,10,-10,25,930,2535,1160,0.000000
1150,1200,10,-10,25,930,2535,1160,0.000000
1150,1200,10,-10,25,930,2535,1150,0.000000
1160,1190,10,-10,25,930,2535,1150,0.000000
1160,1190,10,-10,25,930,2535,1140,0.000000
1170,1180,10,-10,25,930,2535,1140,0.000000
1170,1180,10,-10,25,930,2535,1130,0.000000
1180,1170,10,-10,25,930,2535,1130,0.000000
1180,1170,10,-10,25,930,2535,1120,0.000000
1190,1160,10,-10,25,930,2535,1120,0.000000
1190,1160,10,-10,25,930,2535,1110,0.000000
1200,1150,10,-10,25,930,2535,1110,0.000000
1200,1150,10,-10,25,930,2535,1100,0.000000
1210,1140,10,-10,25,930,2535,1100,0.000000
1210,1140,10,-10,25,930,2535,1090,0.000000
1220,1130,10,-10,25,930,2535,1090,0.000000
1220,1130,10,-10,25,930,2535,1080,0.000000
1230,1120,10,-10,25,930,2535,1080,0.000000
1230,1120,10,-10,25,930,2535,1070,0.000000
1240,1110,10,-10,25,930,2535,1070,0.000000
1240,1110,10,-10,25,930,2535,1060,0.000000
1250,1100,10,-10,25,930,2535,1060,0.000000
1250,1100,10,-10,25,930,2535,1050,0.000000
1260,1090,10,-10,25,930,2535,1050,0.000000
1260,1090,10,-10,25,930,2535,1040,0.000000
1270,1080,10,-10,25,930,2535,1040,0.000000
1270,1080,10,-10,25,930,2535,1030,0.000000
1280,1070,10,-10,25,930,2535,1030,0.000000
1280,1070,10,-10,25,930,2535,1020,0.000000
1290,1060,10,-10,25,930,2535,1020,0.000000
1290,1060,10,-10,25,930,2535,1010,0.000000
1300,1050,10,-10,25,930,2535,1010,0.000000
1300,1050,10,-10,25,930,2535,1000,0.000000
1310,1040,10,-10,25,930,2535,1000,0.000000
1310,1040,10,-10,25,930,2535,990,0.000000
1320,1030,10,-10,25,930,2535,990,0.000000
1320,1030,10,-10,25,930,2535,980,0.000000
1330,1020,10,-10,25,930,2535,980,0.000000
1330,1020,10,-10,25,930,2535,970,0.000000
1340,1010,10,-10,25,930,2535,970,0.000000
1340,1010,10,-10,25,930,2535,960,0.000000
1350,1000,10,-10,25,930,2535,960,0.000000
1350,1000,10,-10,25,930,2535,950,0.000000
1360,990,10,-10,25,930,2535,950,0.000000
1360,990,10,-10,25,930,2535,940,0.000000
1370,980,10,-10,25,930,2535,940,0.000000
1370,980,10,-10,25,930,2535,930,0.000000
1380,970,10,-10,25,930,2535,930,0.000000
1380,970,10,-10,25,930,2535,920,0.000000
1390,960,10,-10,25,930,2535,920,0.000000
1390,960,10,-10,25,930,2535,910,0.000000
1400,950,10,-10,25,930,2535,910,0.000000
1400,950,10,-10,25,930,2535,900,0.000000
1410,940,10,-10,25,930,2535,900,0.000000
1410,940,10,-10,25,930,2535,890,0.000000
1420,930,10,-10,25,930,2535,890,0.000000
1420,930,10,-10,25,930,2535,880,0.000000
1430,920,10,-10,25,930,2535,880,0.000000
1430,920,10,-10,25,930,2535,870,0.000000
1440,910,10,-10,25,930,2535,870,0.000000
1440,910,10,-10,25,930,2535,860,0.000000
1450,900,10,-10,25,930,2535,860,0.000000
1450,900,10,-10,25,930,2535,850,0.000000
1460,890,10,-10,25,930,2535,850,0.000000
1460,890,10,-10,25,930,2535,840,0.000000
1470,880,10,-10,25,930,2535,840,0.000000
1470,880,10,-10,25,930,2535,830,0.000000
1480,870,10,-10,25,930,2535,830,0.000000
1480,870,10,-10,25,930,2535,820,0.000000
1490,860,10,-10,25,930,2535,820,0.000000
1490,860,10,-10,25,930,2535,810,0.000000
1500,850,10,-10,25,930,2535,810,0.000000
1500,850,10,-10,25,930,2535,800,0.000000
1510,840,10,-10,25,930,2535,800,0.000000
1510,840,10,-10,25,930,2535,790,0.000000
1520,830,10,-10,25,930,2535,790,0.000000
1520,830,10,-10,25,930,2535,780,0.000000
1530,820,10,-10,25,930,2535,780,0.000000
1530,820,10,-10,25,930,2535,770,0.000000
1540,810,10,-10,25,930,2535,770,0.000000
1540,810,10,-10,25,930,2535,760,0.000000
1550,800,10,-10,25,930,2535,760,0.000000
1550,800,10,-10,25,930,2535,750,0.000000
1560,790,10,-10,25,930,2535,750,0.000000
1560,790,10,-10,25,930,2535,740,0.000000
1570,780,10,-10,25,930,2535,740,0.000000
1570,780,10,-10,25,930,2535,720,0.000000
1580,770,10,-10,25,930,2535,720,0.000000
1580,770,10,-10,25,930,2535,700,0.000000
1590,760,10,-10,25,930,2535,700,0.000000
1590,760,10,-10,25,930,2535,680,0.000000
1600,750,10,-10,25,930,2535,680,0.000000
1600,750,10,-10,25,930,2535,660,0.000000
1610,740,10,-10,25,930,2535,660,0.000000
1610,740,10,-10,25,930,2535,640,0.000000
1620,730,10,-10,25,930,2535,640,0.000000
1620,730,10,-10,25,930,2535,620,0.000000
1630,720,10,-10,25,930,2535,620,0.000000
1630,720,10,-10,25,930,2535,600,0.000000
1640,710,10,-10,25,930,2535,600,0.000000
1640,710,10,-10,25,930,2535,580,0.000000
1650,700,10,-10,25,930,2535,580,0.000000
1650,700,10,-10,25,930,2535,560,0.000000
1660,690,10,-10,25,930,2535,560,0.000000
1660,690,10,-10,25,930,2535,540,0.000000
1670,680,10,-10,25,930,2535,540,0.000000
1670,680,10,-10,25,930,2535,520,0.000000
1680,670,10,-10,25,930,2535,520,0.000000
1680,670,10,-10,25,930,2535,500,0.000000
1690,660,10,-10,25,930,2535,500,0.000000
1690,660,10,-10,25,930,2535,480,0.000000
1700,650,10,-10,25,930,2535,480,0.000000
1700,650,10,-10,25,930,2535,460,0.000000
1710,640,10,-10,25,930,2535,460,0.000000
1710,640,10,-10,25,930,2535,440,0.000000
1720,630,10,-10,25,930,2535,440,0.000000
1720,630,10,-10,25,930,2535,420,0.000000
1730,620,10,-10,25,930,2535,420,0.000000
1730,620,10,-10,25,930,2535,400,0.000000
1740,610,10,-10,25,930,2535,400,0.000000
1740,610,10,-10,25,930,2535,380,0.000000
1750,600,10,-10,25,930,2535,380,0.000000
1750,600,10,-10,25,930,2535,360,0.000000
1760,590,10,-10,25,930,2535,360,0.000000
1760,590,10,-10,25,930,2535,340,0.000000
1770,580,10,-10,25,930,2535,340,0.000000
1770,580,10,-10,25,930,2535,320,0.000000
1780,570,10,-10,25,930,2535,320,0.000000
1780,570,10,-10,25,930,2535,300,0.000000
1790,560,10,-10,25,930,2535,300,0.000000
1790,560,10,-10,25,930,2535,280,0.000000
1800,550,10,-10,25,930,2535,280,0.000000
1800,550,10,-10,25,930,2535,260,0.000000
1810,540,10,-10,25,930,2535,260,0.000000
1810,540,10,-10,25,930,2535,240,0.000000
1820,530,10,-10,25,930,2535,250,0.000000
1820,530,10,-10,25,930,2535,230,0.000000
1830,520,10,-10,25,930,2535,250,0.000000
1830,520,10,-10,25,930,2535,230,0.000000
1840,510,10,-10,25,930,2535,250,0.000000
1840,510,10,-10,25,930,2535,230,0.000000
1850,500,10,-10,25,930,2535,250,0.000000
1850,500,10,-10,25,930,2535,230,0.000000
1860,490,10,-10,25,930,2535,250,0.000000
1860,490,10,-10,25,930,2535,230,0.000000
1870,480,10,-10,25,930,2535,250,0.000000
1870,480,10,-10,25,930,2535,230,0.000000
1880,470,10,-10,25,930,2535,250,0.000000
1880,470,10,-10,25,930,2535,230,0.000000
1890,460,10,-10,25,930,2535,250,0.000000
1890,460,10,-10,25,930,2535,230,0.000000
1900,450,10,-10,25,930,2535,250,0.000000
1900,450,10,-10,25,930,2535,230,0.000000
1910,440,10,-10,25,930,2535,250,0.000000
1910,440,10,-10,25,930,2535,230,0.000000
1920,430,10,-10,25,930,2535,250,0.000000
1920,430,10,-10,25,930,2535,250,0.000000
1930,420,10,-10,25,930,2535,250,0.000000
1930,420,10,-10,25,930,2535,250,0.000000
1940,410,10,-10,25,930,2535,250,0.000000
1940,410,10,-10,25,930,2535,250,0.000000
1950,400,10,-10,25,930,2535,250,0.000000
1950,400,10,-10,25,930,2535,250,0.000000
